,Precision,Recall,Threshold
COMITE,"[0.36919661629, 0.36919271558, 0.369188814821, 0.369184914014, 0.369181013159, 0.369177112256, 0.369173211304, 0.369169310304, 0.369165409256, 0.36916150816, 0.369157607015, 0.369159889923, 0.36915598872, 0.369152087469, 0.36914818617, 0.369144284822, 0.369146567718, 0.369142666312, 0.369138764858, 0.369134863356, 0.36913714625, 0.369133244689, 0.36912934308, 0.369125441423, 0.369121539717, 0.369117637964, 0.369113736162, 0.369109834312, 0.369105932413, 0.369102030466, 0.369098128471, 0.369094226428, 0.369090324336, 0.369086422197, 0.369082520008, 0.369078617772, 0.369074715487, 0.369070813154, 0.369066910773, 0.369063008344, 0.369059105866, 0.36905520334, 0.369051300766, 0.369047398143, 0.369043495472, 0.369039592753, 0.369035689986, 0.369020078433, 0.369016175424, 0.369012272367, 0.369008369262, 0.369010651854, 0.36900674869, 0.369002845478, 0.368995038909, 0.368991135552, 0.368987232147, 0.368983328694, 0.368979425192, 0.368975521642, 0.368971618044, 0.368967714397, 0.368963810702, 0.368966093202, 0.368962189449, 0.368958285647, 0.368954381797, 0.368950477899, 0.368946573953, 0.368942669958, 0.368938765915, 0.368934861823, 0.368930957684, 0.368927053496, 0.368923149259, 0.368919244975, 0.368921527383, 0.36891762304, 0.368913718648, 0.368909814209, 0.368905909721, 0.3688981006, 0.368894195967, 0.368890291286, 0.368886386557, 0.368878576953, 0.368874672078, 0.368870767156, 0.368866862185, 0.368862957165, 0.368859052098, 0.368855146981, 0.368847336604, 0.368839526034, 0.368835620676, 0.36883171527, 0.368827809816, 0.368823904313, 0.368819998762, 0.368816093163, ...]","[1.0, 0.999983250984, 0.999966501968, 0.999949752952, 0.999933003936, 0.99991625492, 0.999899505904, 0.999882756888, 0.999866007872, 0.999849258856, 0.99983250984, 0.99983250984, 0.999815760824, 0.999799011808, 0.999782262792, 0.999765513776, 0.999765513776, 0.99974876476, 0.999732015744, 0.999715266728, 0.999715266728, 0.999698517712, 0.999681768696, 0.99966501968, 0.999648270664, 0.999631521648, 0.999614772632, 0.999598023616, 0.9995812746, 0.999564525584, 0.999547776568, 0.999531027552, 0.999514278536, 0.99949752952, 0.999480780504, 0.999464031488, 0.999447282472, 0.999430533456, 0.99941378444, 0.999397035424, 0.999380286408, 0.999363537392, 0.999346788376, 0.99933003936, 0.999313290344, 0.999296541328, 0.999279792312, 0.999212796248, 0.999196047232, 0.999179298216, 0.9991625492, 0.9991625492, 0.999145800184, 0.999129051168, 0.999095553136, 0.99907880412, 0.999062055104, 0.999045306088, 0.999028557072, 0.999011808056, 0.99899505904, 0.998978310024, 0.998961561008, 0.998961561008, 0.998944811992, 0.998928062976, 0.99891131396, 0.998894564944, 0.998877815928, 0.998861066912, 0.998844317896, 0.99882756888, 0.998810819864, 0.998794070848, 0.998777321832, 0.998760572816, 0.998760572816, 0.9987438238, 0.998727074784, 0.998710325768, 0.998693576752, 0.99866007872, 0.998643329704, 0.998626580688, 0.998609831672, 0.99857633364, 0.998559584624, 0.998542835608, 0.998526086592, 0.998509337576, 0.99849258856, 0.998475839544, 0.998442341512, 0.99840884348, 0.998392094464, 0.998375345448, 0.998358596432, 0.998341847416, 0.9983250984, 0.998308349384, ...]","[0.361914702166, 0.364279761855, 0.366694848735, 0.367939138386, 0.368464590465, 0.368832274712, 0.369652114806, 0.369744907384, 0.369999429109, 0.370501142033, 0.370522138873, 0.371791549279, 0.371951526437, 0.37206209485, 0.372228866044, 0.372252487741, 0.372557961899, 0.372696083508, 0.372761538852, 0.372836225391, 0.373466482966, 0.373505459956, 0.373702965692, 0.374014132476, 0.374651083203, 0.374730672876, 0.375209570135, 0.375360031318, 0.37543737762, 0.375914281594, 0.376341659275, 0.376369566519, 0.376457896922, 0.37665161624, 0.377054776061, 0.377060882585, 0.377343924835, 0.377811987259, 0.378472097677, 0.378483804669, 0.378647552953, 0.378737816035, 0.378764232455, 0.378789804083, 0.379144342523, 0.379160626827, 0.379275212779, 0.37930483622, 0.379322961351, 0.379620424087, 0.379822685909, 0.380102452492, 0.380599818931, 0.380646848012, 0.380662727873, 0.380745744761, 0.380752355268, 0.380752533016, 0.38097064299, 0.380984861561, 0.381138310326, 0.381454481216, 0.381557032944, 0.382145873268, 0.382456940669, 0.382520889564, 0.382730182299, 0.382754371507, 0.38285846265, 0.383027555035, 0.383220059131, 0.383256254813, 0.383444014466, 0.383842681011, 0.383864964324, 0.384224204561, 0.384277402368, 0.384280367926, 0.384292858292, 0.384459698533, 0.384520548284, 0.384580435491, 0.384643620985, 0.384661573051, 0.384685229255, 0.384709129284, 0.384809438146, 0.384835048562, 0.38499169639, 0.385185744219, 0.38525041276, 0.385836193605, 0.386002790127, 0.386206097687, 0.386239946312, 0.386798788411, 0.386831478432, 0.387293216026, 0.387353904987, 0.387612036846, ...]"
DecisionTreeClassifier,"[0.36919661629, 0.353004508445, 0.352896043935, 0.352774860651, 0.352525204906, 0.35221897279, 0.352169342121, 0.352161371632, 0.352165179173, 0.352168314896, 0.35200307491, 0.351991475702, 0.351982735366, 0.351839731176, 0.351744244903, 0.351650725293, 0.350231786959, 0.34999898449, 0.349799172305, 0.349717483503, 0.349350693385, 0.349275903002, 0.347872217424, 0.347812778462, 0.347750653168, 0.347689104222, 0.347612110981, 0.347601410695, 0.347542747411, 0.347510437027, 0.347402553168, 0.347255923008, 0.347044543248, 0.346430083155, 0.346388627146, 0.34634452806, 0.346282053034, 0.346115469779, 0.345926533963, 0.345300726127, 0.345207750918, 0.345043390044, 0.3449245349, 0.344868735084, 0.344777204632, 0.344629278871, 0.34459964993, 0.344518892794, 0.344365084816, 0.344338747897, 0.3441918949, 0.3440886818, 0.343911413735, 0.343849752339, 0.343828048134, 0.34180599696, 0.341719831072, 0.341700656758, 0.341663612538, 0.341611513379, 0.341525669936, 0.341324493228, 0.341241216988, 0.341207912429, 0.34116547211, 0.341066208559, 0.340838686875, 0.340574680733, 0.340438531932, 0.340238556711, 0.340216213212, 0.340166640028, 0.340015988322, 0.339956479119, 0.339877735818, 0.339781580412, 0.339389636065, 0.339362546472, 0.339315060862, 0.338755673934, 0.338726662808, 0.338500300107, 0.338493969176, 0.338487420769, 0.331075756608, 0.331044521764, 0.330973061654, 0.330865846381, 0.330698305952, 0.33036578423, 0.329825987154, 0.329401432335, 0.329111752766, 0.328991392376, 0.328313856906, 0.328194621545, 0.32806352437, 0.328036753533, 0.328009977708, 0.32783275961, ...]","[1.0, 0.878653379114, 0.878217904698, 0.877715434218, 0.876710493259, 0.875471066075, 0.875253328867, 0.875186332803, 0.875018842643, 0.874985344611, 0.874315383971, 0.874198140859, 0.874164642827, 0.873343941043, 0.87294196466, 0.872556737292, 0.866795075789, 0.865890628926, 0.864986182062, 0.864567456662, 0.86285905703, 0.862440331631, 0.856678670128, 0.856427434888, 0.856058956536, 0.85579097228, 0.855321999833, 0.855121011641, 0.854819529353, 0.854635290177, 0.854166317729, 0.853328866929, 0.852390922033, 0.84989531865, 0.849677581442, 0.84947659325, 0.849091365882, 0.848253915082, 0.847014487899, 0.844267649276, 0.84383217486, 0.843095218156, 0.842475504564, 0.84224101834, 0.841855790972, 0.841102085252, 0.840850850013, 0.840532618709, 0.839845909053, 0.839695167909, 0.839008458253, 0.838589732853, 0.837501046813, 0.837149317478, 0.836998576334, 0.828624068336, 0.828054601792, 0.8278536136, 0.827552131312, 0.827334394104, 0.826949166736, 0.826044719873, 0.825625994473, 0.825408257265, 0.825157022025, 0.824671300561, 0.823750104681, 0.82187421489, 0.821237752282, 0.820316556402, 0.820165815258, 0.819881081986, 0.819244619379, 0.819010133155, 0.818524411691, 0.818139184323, 0.816581525835, 0.816414035675, 0.816129302403, 0.813734193116, 0.813482957876, 0.812344024789, 0.812226781677, 0.812143036597, 0.781090360941, 0.780855874717, 0.780537643413, 0.780068670966, 0.779147475086, 0.77753956955, 0.774926723055, 0.772682354912, 0.771258688552, 0.770756218072, 0.767959132401, 0.767339418809, 0.766719705217, 0.766585713089, 0.766451720961, 0.765647768194, ...]","[0.0, 0.0204081632653, 0.0217391304348, 0.0232558139535, 0.0373831775701, 0.047619047619, 0.05, 0.0555555555556, 0.0588235294118, 0.0625, 0.0666666666667, 0.0714285714286, 0.0769230769231, 0.0810810810811, 0.0833333333333, 0.0845588235294, 0.0869565217391, 0.0892857142857, 0.0909090909091, 0.0952380952381, 0.1, 0.101351351351, 0.105263157895, 0.111111111111, 0.114285714286, 0.116279069767, 0.117647058824, 0.12, 0.121212121212, 0.121951219512, 0.125, 0.127659574468, 0.128301886792, 0.133333333333, 0.136363636364, 0.137254901961, 0.141509433962, 0.142857142857, 0.143939393939, 0.145161290323, 0.146341463415, 0.147058823529, 0.15, 0.150943396226, 0.152777777778, 0.153846153846, 0.157894736842, 0.159574468085, 0.161290322581, 0.1625, 0.162790697674, 0.166666666667, 0.176470588235, 0.178571428571, 0.179372197309, 0.181818181818, 0.184615384615, 0.185185185185, 0.186046511628, 0.189189189189, 0.189473684211, 0.190476190476, 0.192307692308, 0.193548387097, 0.194029850746, 0.195652173913, 0.2, 0.204545454545, 0.205128205128, 0.206896551724, 0.208333333333, 0.20987654321, 0.210526315789, 0.214285714286, 0.217391304348, 0.21875, 0.219512195122, 0.222222222222, 0.224264705882, 0.225806451613, 0.22641509434, 0.229166666667, 0.230769230769, 0.233084862385, 0.233333333333, 0.238095238095, 0.241935483871, 0.243243243243, 0.244541484716, 0.245014245014, 0.25, 0.252941176471, 0.254901960784, 0.255255255255, 0.255319148936, 0.256097560976, 0.259259259259, 0.260869565217, 0.262626262626, 0.262820512821, ...]"
GaussianNB,"[0.36919661629, 0.36919271558, 0.369188814821, 0.369191097809, 0.369187196992, 0.369183296127, 0.369185579123, 0.3691816782, 0.369183961214, 0.369186244257, 0.369182343265, 0.369178442225, 0.369174541137, 0.36917064, 0.369166738816, 0.369162837583, 0.369165120594, 0.369167403633, 0.369163502332, 0.369159600982, 0.369155699584, 0.369151798138, 0.369147896644, 0.369143995102, 0.369140093511, 0.369136191872, 0.369138474859, 0.369140757875, 0.369143040918, 0.369139139201, 0.369141422263, 0.369137520487, 0.369133618664, 0.369135901734, 0.369138184832, 0.36913428294, 0.369130381, 0.369126479011, 0.369128762107, 0.36912486006, 0.369120957965, 0.369117055822, 0.369119338917, 0.36912162204, 0.369123905191, 0.369120002969, 0.369116100699, 0.369112198381, 0.369108296014, 0.369104393599, 0.369100491136, 0.369096588625, 0.369098871734, 0.369101154872, 0.369103438037, 0.369099535448, 0.36909563281, 0.369091730123, 0.369087827389, 0.369083924606, 0.369080021775, 0.369082304909, 0.369078402019, 0.369074499081, 0.369076782224, 0.369072879227, 0.369075162388, 0.369077445577, 0.369073542512, 0.369069639399, 0.369065736238, 0.369068019425, 0.369064116206, 0.369060212938, 0.369062496133, 0.369064779357, 0.369067062608, 0.369069345888, 0.369065442532, 0.36906772583, 0.369063822416, 0.369059918953, 0.369056015442, 0.369058298739, 0.369054395169, 0.369050491552, 0.369052774856, 0.36904887118, 0.369051154503, 0.369053437854, 0.36904953411, 0.369045630317, 0.369041726476, 0.369044009825, 0.369046293203, 0.369042389293, 0.369044672689, 0.369046956113, 0.369043052135, 0.369045335577, ...]","[1.0, 0.999983250984, 0.999966501968, 0.999966501968, 0.999949752952, 0.999933003936, 0.999933003936, 0.99991625492, 0.99991625492, 0.99991625492, 0.999899505904, 0.999882756888, 0.999866007872, 0.999849258856, 0.99983250984, 0.999815760824, 0.999815760824, 0.999815760824, 0.999799011808, 0.999782262792, 0.999765513776, 0.99974876476, 0.999732015744, 0.999715266728, 0.999698517712, 0.999681768696, 0.999681768696, 0.999681768696, 0.999681768696, 0.99966501968, 0.99966501968, 0.999648270664, 0.999631521648, 0.999631521648, 0.999631521648, 0.999614772632, 0.999598023616, 0.9995812746, 0.9995812746, 0.999564525584, 0.999547776568, 0.999531027552, 0.999531027552, 0.999531027552, 0.999531027552, 0.999514278536, 0.99949752952, 0.999480780504, 0.999464031488, 0.999447282472, 0.999430533456, 0.99941378444, 0.99941378444, 0.99941378444, 0.99941378444, 0.999397035424, 0.999380286408, 0.999363537392, 0.999346788376, 0.99933003936, 0.999313290344, 0.999313290344, 0.999296541328, 0.999279792312, 0.999279792312, 0.999263043296, 0.999263043296, 0.999263043296, 0.99924629428, 0.999229545264, 0.999212796248, 0.999212796248, 0.999196047232, 0.999179298216, 0.999179298216, 0.999179298216, 0.999179298216, 0.999179298216, 0.9991625492, 0.9991625492, 0.999145800184, 0.999129051168, 0.999112302152, 0.999112302152, 0.999095553136, 0.99907880412, 0.99907880412, 0.999062055104, 0.999062055104, 0.999062055104, 0.999045306088, 0.999028557072, 0.999011808056, 0.999011808056, 0.999011808056, 0.99899505904, 0.99899505904, 0.99899505904, 0.998978310024, 0.998978310024, ...]","[2.13529027476e-06, 2.14013600729e-06, 2.14240145264e-06, 2.14325175055e-06, 2.1438452475e-06, 2.14603645551e-06, 2.14685221674e-06, 2.14752603309e-06, 2.14951763817e-06, 2.15201401306e-06, 2.1521350664e-06, 2.1531134094e-06, 2.15573357192e-06, 2.15844364429e-06, 2.15875407999e-06, 2.15876691048e-06, 2.16021986075e-06, 2.16051240899e-06, 2.16085340047e-06, 2.16099687485e-06, 2.16107934819e-06, 2.16352300329e-06, 2.16383450964e-06, 2.16403775981e-06, 2.16474670625e-06, 2.16578833608e-06, 2.16921387474e-06, 2.16935896284e-06, 2.16999607781e-06, 2.17153559778e-06, 2.17213328299e-06, 2.17360795947e-06, 2.17592812826e-06, 2.17750625825e-06, 2.18010992625e-06, 2.18054515097e-06, 2.18097644547e-06, 2.18202727673e-06, 2.18240915203e-06, 2.18317205058e-06, 2.18362506974e-06, 2.18426927659e-06, 2.18551484099e-06, 2.18620955359e-06, 2.18770336849e-06, 2.18925123834e-06, 2.18936315282e-06, 2.18975864633e-06, 2.18986398275e-06, 2.19003679515e-06, 2.19055486377e-06, 2.19063146163e-06, 2.19118970123e-06, 2.19157819654e-06, 2.19159507662e-06, 2.19171037948e-06, 2.19209964055e-06, 2.19219503398e-06, 2.19416264454e-06, 2.19480363842e-06, 2.19598212854e-06, 2.19704265274e-06, 2.1981839986e-06, 2.19976804396e-06, 2.2003648082e-06, 2.20115457974e-06, 2.201720336e-06, 2.20200460809e-06, 2.20223877839e-06, 2.20275294817e-06, 2.20466855468e-06, 2.20481077422e-06, 2.20551494501e-06, 2.2061410242e-06, 2.20662924878e-06, 2.20783370169e-06, 2.20820679037e-06, 2.20834750694e-06, 2.20864932712e-06, 2.20901858157e-06, 2.21090448275e-06, 2.21137027975e-06, 2.21141970759e-06, 2.21193128568e-06, 2.21259890249e-06, 2.21278120882e-06, 2.21296833977e-06, 2.21304262446e-06, 2.21355154241e-06, 2.21360538105e-06, 2.21375358565e-06, 2.21415133057e-06, 2.2143127528e-06, 2.21719707992e-06, 2.21823422156e-06, 2.21848996255e-06, 2.21853111917e-06, 2.22000567269e-06, 2.22006628642e-06, 2.22040930039e-06, ...]"
GradientBoostingClassifier,"[0.36919661629, 0.36919271558, 0.369188814821, 0.369184914014, 0.369187196992, 0.369183296127, 0.369185579123, 0.369177777228, 0.369180060232, 0.369176159203, 0.369172258124, 0.369174541137, 0.369176824178, 0.369172923031, 0.369169021837, 0.369171304886, 0.369173587963, 0.3691696867, 0.369171969795, 0.369174252919, 0.369170351588, 0.369166450208, 0.36916873334, 0.369164831903, 0.369167115053, 0.369169398231, 0.369171681438, 0.369173964673, 0.369176247936, 0.3691723464, 0.369174629681, 0.369170728087, 0.369173011386, 0.369175294714, 0.36917757807, 0.369179861455, 0.369182144867, 0.369184428308, 0.369180526606, 0.369176624855, 0.369178908304, 0.369181191781, 0.36918575882, 0.369188042382, 0.369190325973, 0.369192609591, 0.369194893238, 0.369190991359, 0.369193275024, 0.369189373086, 0.36919165677, 0.369193940481, 0.369190038475, 0.369186136421, 0.369182234319, 0.369184518029, 0.369186801767, 0.369182899596, 0.369178997377, 0.36917509511, 0.369177378846, 0.369179662611, 0.369181946403, 0.369178044058, 0.369174141664, 0.369176425465, 0.369172523013, 0.369168620513, 0.369170904322, 0.369167001763, 0.369163099156, 0.369165382974, 0.369161480308, 0.369157577595, 0.369153674833, 0.369155958649, 0.369158242492, 0.369160526365, 0.369156623524, 0.369152720636, 0.369155004516, 0.369157288425, 0.369153385468, 0.369155669395, 0.36915176638, 0.369154050325, 0.369150147252, 0.36914624413, 0.369148528083, 0.369144624903, 0.369146908875, 0.369149192875, 0.369145289626, 0.369147573645, 0.369149857691, 0.369145954374, 0.369148238439, 0.369150522532, 0.369152806653, 0.369155090802, ...]","[1.0, 0.999983250984, 0.999966501968, 0.999949752952, 0.999949752952, 0.999933003936, 0.999933003936, 0.999899505904, 0.999899505904, 0.999882756888, 0.999866007872, 0.999866007872, 0.999866007872, 0.999849258856, 0.99983250984, 0.99983250984, 0.99983250984, 0.999815760824, 0.999815760824, 0.999815760824, 0.999799011808, 0.999782262792, 0.999782262792, 0.999765513776, 0.999765513776, 0.999765513776, 0.999765513776, 0.999765513776, 0.999765513776, 0.99974876476, 0.99974876476, 0.999732015744, 0.999732015744, 0.999732015744, 0.999732015744, 0.999732015744, 0.999732015744, 0.999732015744, 0.999715266728, 0.999698517712, 0.999698517712, 0.999698517712, 0.999698517712, 0.999698517712, 0.999698517712, 0.999698517712, 0.999698517712, 0.999681768696, 0.999681768696, 0.99966501968, 0.99966501968, 0.99966501968, 0.999648270664, 0.999631521648, 0.999614772632, 0.999614772632, 0.999614772632, 0.999598023616, 0.9995812746, 0.999564525584, 0.999564525584, 0.999564525584, 0.999564525584, 0.999547776568, 0.999531027552, 0.999531027552, 0.999514278536, 0.99949752952, 0.99949752952, 0.999480780504, 0.999464031488, 0.999464031488, 0.999447282472, 0.999430533456, 0.99941378444, 0.99941378444, 0.99941378444, 0.99941378444, 0.999397035424, 0.999380286408, 0.999380286408, 0.999380286408, 0.999363537392, 0.999363537392, 0.999346788376, 0.999346788376, 0.99933003936, 0.999313290344, 0.999313290344, 0.999296541328, 0.999296541328, 0.999296541328, 0.999279792312, 0.999279792312, 0.999279792312, 0.999263043296, 0.999263043296, 0.999263043296, 0.999263043296, 0.999263043296, ...]","[4.4408920985e-16, 4.88498130835e-15, 7.9936057773e-15, 3.4038327712e-11, 1.35543865021e-09, 1.36707134502e-09, 2.43280373624e-09, 6.98530966403e-09, 9.90107829058e-09, 1.86288947601e-08, 2.83037085991e-08, 3.22510874673e-08, 4.15300493994e-08, 5.65951835396e-08, 8.22519151678e-08, 8.26183154112e-08, 1.28289974644e-07, 1.5084609617e-07, 1.66469531493e-07, 2.50053531325e-07, 2.55282906925e-07, 4.76583668307e-07, 4.96569736996e-07, 5.22475041564e-07, 5.67071338331e-07, 5.81606834138e-07, 7.24684433351e-07, 7.38286379365e-07, 8.26580135671e-07, 8.34681876394e-07, 8.53504319109e-07, 1.24035823623e-06, 1.38441548414e-06, 1.50962209944e-06, 1.51038335194e-06, 1.56077049085e-06, 1.7195278732e-06, 1.99046966021e-06, 2.4602428822e-06, 2.68035069606e-06, 2.79417221904e-06, 2.8074986852e-06, 3.17849571896e-06, 4.08704595123e-06, 4.23117255599e-06, 4.27817346671e-06, 4.82630847221e-06, 4.93394440937e-06, 6.2561946772e-06, 8.08146307996e-06, 8.74564586129e-06, 9.4419073553e-06, 1.27156832719e-05, 1.33573424635e-05, 1.48836120553e-05, 1.51996447879e-05, 1.73744581943e-05, 2.01512565124e-05, 2.03775913385e-05, 2.07728574453e-05, 2.15435831269e-05, 2.19752892889e-05, 2.33176872569e-05, 2.41675683681e-05, 2.5833715831e-05, 2.63938465127e-05, 2.97038754904e-05, 3.10253708173e-05, 3.45819638694e-05, 3.76411158426e-05, 3.80807569313e-05, 3.97566474541e-05, 4.05234436273e-05, 4.08680860776e-05, 4.1190024774e-05, 4.29345571662e-05, 4.66945954326e-05, 4.81586036601e-05, 4.9753587093e-05, 5.07975952769e-05, 5.17091380239e-05, 5.17239149361e-05, 5.59756813071e-05, 5.76914654649e-05, 6.20848434633e-05, 6.47483185137e-05, 6.71929858201e-05, 6.87757605901e-05, 7.0593858126e-05, 7.18152380621e-05, 7.68009027567e-05, 8.00737880052e-05, 9.51664259538e-05, 9.9672906492e-05, 0.000103628283471, 0.000104044085638, 0.000104680655032, 0.000104928632514, 0.000105257090754, 0.000110958426262, ...]"
MLPClassifier,"[0.36919661629, 0.36919271558, 0.369188814821, 0.369184914014, 0.369181013159, 0.369177112256, 0.369173211304, 0.369169310304, 0.369165409256, 0.369157607015, 0.369153705822, 0.369149804581, 0.369145903292, 0.369142001954, 0.369138100568, 0.369134199134, 0.369130297652, 0.369110789516, 0.369113072304, 0.369109170522, 0.369093562911, 0.369089660888, 0.369085758816, 0.369088041562, 0.369084139432, 0.369080237254, 0.369076335028, 0.369072432753, 0.36906853043, 0.369064628059, 0.369066910773, 0.369063008344, 0.369059105866, 0.36905520334, 0.369051300766, 0.369047398143, 0.369043495472, 0.369039592753, 0.369035689986, 0.36903178717, 0.369023981394, 0.369020078433, 0.369016175424, 0.369012272367, 0.369008369262, 0.369004466108, 0.369000562906, 0.368996659656, 0.368992756358, 0.368988853011, 0.368984949616, 0.368981046172, 0.36897714268, 0.368979425192, 0.368975521642, 0.368971618044, 0.368967714397, 0.368963810702, 0.368959906959, 0.368956003167, 0.368952099328, 0.368948195439, 0.368916962595, 0.368919244975, 0.368915340642, 0.368911436261, 0.368907531831, 0.368903627353, 0.368899722827, 0.368895818253, 0.36889191363, 0.368888008959, 0.368884104239, 0.368880199472, 0.368876294656, 0.368872389791, 0.368868484878, 0.368864579917, 0.368860674908, 0.36885676985, 0.368859052098, 0.368861334373, 0.368857429247, 0.368853524072, 0.368855806356, 0.368851901123, 0.368847995842, 0.368844090513, 0.368840185135, 0.368836279709, 0.36883856197, 0.368834656486, 0.368830750953, 0.368833033223, 0.368829127631, 0.368825221992, 0.36882750427, 0.368829786576, 0.368825880868, 0.368821975112, ...]","[1.0, 0.999983250984, 0.999966501968, 0.999949752952, 0.999933003936, 0.99991625492, 0.999899505904, 0.999882756888, 0.999866007872, 0.99983250984, 0.999815760824, 0.999799011808, 0.999782262792, 0.999765513776, 0.99974876476, 0.999732015744, 0.999715266728, 0.999631521648, 0.999631521648, 0.999614772632, 0.999547776568, 0.999531027552, 0.999514278536, 0.999514278536, 0.99949752952, 0.999480780504, 0.999464031488, 0.999447282472, 0.999430533456, 0.99941378444, 0.99941378444, 0.999397035424, 0.999380286408, 0.999363537392, 0.999346788376, 0.99933003936, 0.999313290344, 0.999296541328, 0.999279792312, 0.999263043296, 0.999229545264, 0.999212796248, 0.999196047232, 0.999179298216, 0.9991625492, 0.999145800184, 0.999129051168, 0.999112302152, 0.999095553136, 0.99907880412, 0.999062055104, 0.999045306088, 0.999028557072, 0.999028557072, 0.999011808056, 0.99899505904, 0.998978310024, 0.998961561008, 0.998944811992, 0.998928062976, 0.99891131396, 0.998894564944, 0.998760572816, 0.998760572816, 0.9987438238, 0.998727074784, 0.998710325768, 0.998693576752, 0.998676827736, 0.99866007872, 0.998643329704, 0.998626580688, 0.998609831672, 0.998593082656, 0.99857633364, 0.998559584624, 0.998542835608, 0.998526086592, 0.998509337576, 0.99849258856, 0.99849258856, 0.99849258856, 0.998475839544, 0.998459090528, 0.998459090528, 0.998442341512, 0.998425592496, 0.99840884348, 0.998392094464, 0.998375345448, 0.998375345448, 0.998358596432, 0.998341847416, 0.998341847416, 0.9983250984, 0.998308349384, 0.998308349384, 0.998308349384, 0.998291600368, 0.998274851352, ...]","[0.189972136531, 0.194810803281, 0.195786295441, 0.196715669732, 0.197296775117, 0.198113460617, 0.198969789334, 0.199748830618, 0.201515546553, 0.201977963062, 0.202157429466, 0.202867845217, 0.202890776202, 0.203966054058, 0.204100675672, 0.204238005543, 0.204310009386, 0.204735717466, 0.205132733143, 0.2051923894, 0.205223345998, 0.205227406946, 0.205241873521, 0.205430730985, 0.205490361602, 0.20549318297, 0.205497988994, 0.205603412744, 0.205687864726, 0.205746127706, 0.20594473278, 0.206179888807, 0.206330989617, 0.206844853387, 0.207004266728, 0.20715525276, 0.207156843547, 0.207283479299, 0.207310212821, 0.207556617638, 0.207889710015, 0.20799966933, 0.208019785286, 0.208039676604, 0.208332440698, 0.208446312103, 0.208490255417, 0.208621241887, 0.208980355877, 0.209083245739, 0.20921491835, 0.209325645307, 0.209353633739, 0.209539456193, 0.209790221108, 0.2098413337, 0.210005976521, 0.210213359619, 0.210428728029, 0.210940791202, 0.211274387286, 0.211501667936, 0.211598462269, 0.211628569742, 0.211636001969, 0.211903575859, 0.211931532987, 0.212105172829, 0.212177158537, 0.212328105628, 0.21242933874, 0.212501731205, 0.212598573736, 0.212612308951, 0.212665898705, 0.212667291337, 0.212727074119, 0.21277999003, 0.212986824739, 0.213151408222, 0.21323498004, 0.213399810858, 0.213554445585, 0.213781890093, 0.21399179426, 0.214010597021, 0.214081921812, 0.214175100295, 0.214192538668, 0.214443975711, 0.214485578514, 0.21454807164, 0.214553535216, 0.214557453055, 0.214701100587, 0.21480038721, 0.214811210591, 0.214880643018, 0.215081320674, 0.215143111999, ...]"
