,Precision,Recall,Threshold
COMITE,"[0.36919661629, 0.36919271558, 0.369188814821, 0.369184914014, 0.369110789516, 0.369106887744, 0.369102985924, 0.369099084055, 0.369095182139, 0.369091280174, 0.36908737816, 0.369083476099, 0.369079573989, 0.369075671831, 0.369071769625, 0.36906786737, 0.369063965067, 0.369060062716, 0.369056160317, 0.369058442964, 0.369054540506, 0.369050638, 0.369046735446, 0.369049018092, 0.369045115479, 0.369037310109, 0.369033407352, 0.369029504546, 0.369025601692, 0.36902169879, 0.36901779584, 0.369013892841, 0.369009989794, 0.369012272367, 0.369008369262, 0.369004466108, 0.369000562906, 0.368996659656, 0.368992756358, 0.368988853011, 0.368984949616, 0.368981046172, 0.368983328694, 0.368967714397, 0.368969996907, 0.368966093202, 0.368962189449, 0.368958285647, 0.368954381797, 0.368956664295, 0.368952760387, 0.368948856431, 0.368944952426, 0.368941048373, 0.368937144271, 0.368933240122, 0.368929335923, 0.368925431677, 0.36891762304, 0.368913718648, 0.368916001064, 0.368912096615, 0.368908192117, 0.36890428757, 0.368900382976, 0.368896478333, 0.368892573642, 0.368888668902, 0.368884764114, 0.368880859278, 0.368876954394, 0.368873049461, 0.36886914448, 0.368861334373, 0.368857429247, 0.36884961885, 0.368851901123, 0.368854183425, 0.368850278134, 0.368842467406, 0.36883856197, 0.368834656486, 0.368830750953, 0.368826845372, 0.368822939742, 0.368821316304, 0.368813504783, 0.368815787031, 0.368811881188, 0.368807975297, 0.368804069357, 0.368800163369, 0.368796257333, 0.368792351248, 0.368788445116, 0.368790727321, 0.36878682113, 0.36878291489, 0.368779008602, 0.368775102266, ...]","[1.0, 0.999983250984, 0.999966501968, 0.999949752952, 0.999631521648, 0.999614772632, 0.999598023616, 0.9995812746, 0.999564525584, 0.999547776568, 0.999531027552, 0.999514278536, 0.99949752952, 0.999480780504, 0.999464031488, 0.999447282472, 0.999430533456, 0.99941378444, 0.999397035424, 0.999397035424, 0.999380286408, 0.999363537392, 0.999346788376, 0.999346788376, 0.99933003936, 0.999296541328, 0.999279792312, 0.999263043296, 0.99924629428, 0.999229545264, 0.999212796248, 0.999196047232, 0.999179298216, 0.999179298216, 0.9991625492, 0.999145800184, 0.999129051168, 0.999112302152, 0.999095553136, 0.99907880412, 0.999062055104, 0.999045306088, 0.999045306088, 0.998978310024, 0.998978310024, 0.998961561008, 0.998944811992, 0.998928062976, 0.99891131396, 0.99891131396, 0.998894564944, 0.998877815928, 0.998861066912, 0.998844317896, 0.99882756888, 0.998810819864, 0.998794070848, 0.998777321832, 0.9987438238, 0.998727074784, 0.998727074784, 0.998710325768, 0.998693576752, 0.998676827736, 0.99866007872, 0.998643329704, 0.998626580688, 0.998609831672, 0.998593082656, 0.99857633364, 0.998559584624, 0.998542835608, 0.998526086592, 0.99849258856, 0.998475839544, 0.998442341512, 0.998442341512, 0.998442341512, 0.998425592496, 0.998392094464, 0.998375345448, 0.998358596432, 0.998341847416, 0.9983250984, 0.998308349384, 0.998291600368, 0.998258102336, 0.998258102336, 0.99824135332, 0.998224604304, 0.998207855289, 0.998191106273, 0.998174357257, 0.998157608241, 0.998140859225, 0.998140859225, 0.998124110209, 0.998107361193, 0.998090612177, 0.998073863161, ...]","[0.350863271909, 0.354634089759, 0.358678716712, 0.358810922846, 0.359692355246, 0.359949379746, 0.360622897098, 0.361478612574, 0.361560861384, 0.364093362376, 0.36484353756, 0.364919905099, 0.365015879281, 0.367254831399, 0.36726794224, 0.367542364002, 0.369017671039, 0.369056717079, 0.369676192351, 0.369877386691, 0.370023286308, 0.370763989575, 0.37085223265, 0.371312051684, 0.371661321086, 0.371810181267, 0.37228078974, 0.372385702959, 0.372484002118, 0.372744786831, 0.372871013099, 0.373046858263, 0.373580250097, 0.373957618887, 0.373997195559, 0.374620902964, 0.374754411782, 0.374891124924, 0.375424219533, 0.375562952622, 0.375727532307, 0.375853125683, 0.375861652558, 0.375875276109, 0.376174244215, 0.376274237618, 0.376598602164, 0.376710260394, 0.377250608994, 0.377778022031, 0.37781135931, 0.378710474035, 0.378720273878, 0.378996450887, 0.379280013178, 0.379433711124, 0.379948228873, 0.380041277745, 0.380364995048, 0.380425958261, 0.380492203391, 0.380717874523, 0.381268905653, 0.381380196443, 0.381387416608, 0.38155216641, 0.381783592667, 0.381850434405, 0.381887721843, 0.381948376116, 0.382251272104, 0.38289501518, 0.382909383551, 0.383058501392, 0.383126120483, 0.383181896578, 0.383406070426, 0.383412404087, 0.383509424612, 0.383533351222, 0.38377382372, 0.383956855995, 0.383982424312, 0.384336030768, 0.384462118932, 0.384668102714, 0.385139252187, 0.385213670441, 0.385579044079, 0.38578033796, 0.38590991306, 0.386011236601, 0.38628286341, 0.386420081114, 0.386436190304, 0.386676091866, 0.386888505721, 0.386925177308, 0.3871668465, 0.387231096574, ...]"
DecisionTreeClassifier,"[0.36919661629, 0.354137974625, 0.354126743319, 0.35403813517, 0.353982359794, 0.353985541014, 0.35396680625, 0.353936811266, 0.353905573683, 0.353841440673, 0.353836419342, 0.353769185675, 0.353748884062, 0.353722730847, 0.353660893382, 0.353635533516, 0.353588618818, 0.353453507526, 0.353236685325, 0.353224170603, 0.353110003137, 0.353088809532, 0.352848058992, 0.352825260683, 0.3527336625, 0.352619547344, 0.35203180212, 0.352002945015, 0.351933427952, 0.35192661779, 0.351807325747, 0.351732268696, 0.351508408346, 0.351472737267, 0.35143941324, 0.351395389381, 0.3513997505, 0.351382171629, 0.351339746944, 0.3509581168, 0.350826762663, 0.35064664584, 0.350410166756, 0.35022275462, 0.350071707031, 0.350022221923, 0.349761494098, 0.349683949486, 0.349653554771, 0.349577928207, 0.349249401208, 0.349191567468, 0.348565018482, 0.348559918347, 0.348522442246, 0.348496937078, 0.348472040953, 0.348338025119, 0.348267226208, 0.347901493852, 0.347876463573, 0.347844059389, 0.347829328129, 0.347727627145, 0.347719952534, 0.347683668694, 0.347542940873, 0.347495691585, 0.347326689657, 0.347202509898, 0.347164864424, 0.347118330854, 0.347068738191, 0.346996485647, 0.346617667075, 0.346494005188, 0.346444306737, 0.346195515157, 0.346096699881, 0.345928943292, 0.345609219887, 0.345196921436, 0.345124152264, 0.345067629481, 0.344734140834, 0.344708169076, 0.344685948999, 0.344615784933, 0.344582933845, 0.344462791797, 0.344416424538, 0.344327918295, 0.344175170068, 0.344101508916, 0.344052682124, 0.343977056761, 0.343921116555, 0.343710305336, 0.343054093658, 0.342976486213, ...]","[1.0, 0.891516623398, 0.891399380286, 0.890980654887, 0.890662423583, 0.890628925551, 0.890528431455, 0.890310694247, 0.890143204087, 0.889875219831, 0.889791474751, 0.889456494431, 0.889322502303, 0.889138263127, 0.888870278871, 0.888652541663, 0.888351059375, 0.887697847751, 0.886810149904, 0.886642659744, 0.886089942216, 0.88598944812, 0.884800267984, 0.884666275856, 0.884247550456, 0.883577589817, 0.881031739385, 0.880847500209, 0.880479021857, 0.880361778745, 0.879792312202, 0.879457331882, 0.878385394858, 0.878184406666, 0.877983418474, 0.877732183234, 0.877531195042, 0.877363704882, 0.877145967674, 0.875487815091, 0.874901599531, 0.874164642827, 0.872841470564, 0.871635541412, 0.870831588644, 0.87059710242, 0.869491667365, 0.869123189013, 0.868871953773, 0.868402981325, 0.866996063981, 0.866694581693, 0.863930994054, 0.86369650783, 0.863428523574, 0.86327778243, 0.863093543254, 0.862172347375, 0.861787120007, 0.860095469391, 0.859911230215, 0.859743740055, 0.859643245959, 0.858990034335, 0.85888954024, 0.858671803032, 0.858085587472, 0.857817603216, 0.856946654384, 0.856343689808, 0.856058956536, 0.855740725232, 0.855321999833, 0.854987019513, 0.853060882673, 0.852390922033, 0.852106188761, 0.85098400469, 0.850515032242, 0.849158361946, 0.847835189683, 0.845875554811, 0.845523825475, 0.845188845155, 0.84374842978, 0.84358093962, 0.843312955364, 0.842927727996, 0.84274348882, 0.842040030148, 0.841805543924, 0.841370069508, 0.840616363789, 0.840298132485, 0.840063646261, 0.839711916925, 0.839477430701, 0.838438991709, 0.835206431622, 0.834787706222, ...]","[0.0, 0.0285714285714, 0.03125, 0.0425531914894, 0.0434782608696, 0.05, 0.0526315789474, 0.0555555555556, 0.0571428571429, 0.0588235294118, 0.0666666666667, 0.0714285714286, 0.0769230769231, 0.08, 0.0806451612903, 0.0833333333333, 0.0909090909091, 0.0921052631579, 0.09375, 0.1, 0.105263157895, 0.111111111111, 0.115384615385, 0.117647058824, 0.125, 0.128027681661, 0.130434782609, 0.132075471698, 0.133333333333, 0.136363636364, 0.137931034483, 0.142857142857, 0.148148148148, 0.148936170213, 0.15, 0.153846153846, 0.15625, 0.157894736842, 0.159793814433, 0.16, 0.161290322581, 0.161458333333, 0.166666666667, 0.17, 0.171428571429, 0.176056338028, 0.176470588235, 0.18, 0.181818181818, 0.186335403727, 0.186440677966, 0.1875, 0.190476190476, 0.191489361702, 0.192307692308, 0.193548387097, 0.2, 0.204545454545, 0.206030150754, 0.206896551724, 0.208333333333, 0.214285714286, 0.215053763441, 0.217391304348, 0.21875, 0.219178082192, 0.222222222222, 0.224719101124, 0.228571428571, 0.229166666667, 0.230769230769, 0.233333333333, 0.235294117647, 0.236434108527, 0.241379310345, 0.242424242424, 0.243243243243, 0.243902439024, 0.25, 0.253333333333, 0.254385964912, 0.255319148936, 0.257142857143, 0.25730994152, 0.259259259259, 0.260869565217, 0.263157894737, 0.264705882353, 0.266666666667, 0.268292682927, 0.272727272727, 0.274509803922, 0.275, 0.275862068966, 0.276595744681, 0.277777777778, 0.278195488722, 0.279749478079, 0.28125, 0.283333333333, ...]"
GaussianNB,"[0.369201182334, 0.369197281604, 0.369193380825, 0.369195663869, 0.369191763033, 0.369187862147, 0.369183961214, 0.369186244257, 0.369188527327, 0.369184626326, 0.369180725276, 0.369183008355, 0.369181390344, 0.369177489177, 0.369173587963, 0.3691696867, 0.369165785389, 0.369157982622, 0.369154081166, 0.369150179661, 0.369146278109, 0.369142376508, 0.369144659534, 0.369140757875, 0.369136856167, 0.369132954412, 0.369129052608, 0.369125150756, 0.36912743376, 0.369129716791, 0.369131999852, 0.36913428294, 0.369136566056, 0.369138849201, 0.369141132374, 0.369137230404, 0.369133328385, 0.369135611566, 0.369131709489, 0.369127807364, 0.369123905191, 0.36912618837, 0.369122286138, 0.369124569336, 0.369120667046, 0.369122950262, 0.369119047914, 0.369115145517, 0.369111243072, 0.369113526286, 0.369109623783, 0.369111907015, 0.369110287704, 0.369106385085, 0.369102482416, 0.369104765675, 0.369100862949, 0.369103146226, 0.369105429531, 0.369101526736, 0.36910381006, 0.369099907207, 0.369096004306, 0.369098287637, 0.369094384678, 0.36909048167, 0.369086578614, 0.369082675509, 0.369084958829, 0.369081055666, 0.369083339004, 0.369079435783, 0.369075532514, 0.369071629196, 0.369073912532, 0.369070009156, 0.369066105732, 0.369062202259, 0.369058298739, 0.369054395169, 0.369050491552, 0.369046587886, 0.369042684172, 0.369038780409, 0.369034876599, 0.369037159863, 0.369033255994, 0.369029352076, 0.369025448111, 0.369021544097, 0.369023827349, 0.369019923277, 0.369016019156, 0.368996497828, 0.368992593418, 0.368988688959, 0.368984784452, 0.368980879896, 0.368976975292, 0.36897307064, ...]","[1.0, 0.999983250984, 0.999966501968, 0.999966501968, 0.999949752952, 0.999933003936, 0.99991625492, 0.99991625492, 0.99991625492, 0.999899505904, 0.999882756888, 0.999882756888, 0.999866007872, 0.999849258856, 0.99983250984, 0.999815760824, 0.999799011808, 0.999765513776, 0.99974876476, 0.999732015744, 0.999715266728, 0.999698517712, 0.999698517712, 0.999681768696, 0.99966501968, 0.999648270664, 0.999631521648, 0.999614772632, 0.999614772632, 0.999614772632, 0.999614772632, 0.999614772632, 0.999614772632, 0.999614772632, 0.999614772632, 0.999598023616, 0.9995812746, 0.9995812746, 0.999564525584, 0.999547776568, 0.999531027552, 0.999531027552, 0.999514278536, 0.999514278536, 0.99949752952, 0.99949752952, 0.999480780504, 0.999464031488, 0.999447282472, 0.999447282472, 0.999430533456, 0.999430533456, 0.99941378444, 0.999397035424, 0.999380286408, 0.999380286408, 0.999363537392, 0.999363537392, 0.999363537392, 0.999346788376, 0.999346788376, 0.99933003936, 0.999313290344, 0.999313290344, 0.999296541328, 0.999279792312, 0.999263043296, 0.99924629428, 0.99924629428, 0.999229545264, 0.999229545264, 0.999212796248, 0.999196047232, 0.999179298216, 0.999179298216, 0.9991625492, 0.999145800184, 0.999129051168, 0.999112302152, 0.999095553136, 0.99907880412, 0.999062055104, 0.999045306088, 0.999028557072, 0.999011808056, 0.999011808056, 0.99899505904, 0.998978310024, 0.998961561008, 0.998944811992, 0.998944811992, 0.998928062976, 0.99891131396, 0.99882756888, 0.998810819864, 0.998794070848, 0.998777321832, 0.998760572816, 0.9987438238, 0.998727074784, ...]","[8.12227929354e-07, 8.12231016984e-07, 8.12231268687e-07, 8.12236656916e-07, 8.12262239284e-07, 8.12275659495e-07, 8.12276185913e-07, 8.12285603862e-07, 8.1229403189e-07, 8.12298072128e-07, 8.12299418835e-07, 8.12301366144e-07, 8.12311561519e-07, 8.12317995174e-07, 8.12323434659e-07, 8.12338629836e-07, 8.12341422165e-07, 8.12352964067e-07, 8.12357207558e-07, 8.12433006227e-07, 8.12448449413e-07, 8.12467983125e-07, 8.12475365678e-07, 8.12486496197e-07, 8.12488491102e-07, 8.12495505985e-07, 8.12564417804e-07, 8.12575722466e-07, 8.12578427619e-07, 8.1258139702e-07, 8.12656055702e-07, 8.12679153683e-07, 8.12700413373e-07, 8.12840559174e-07, 8.12928473706e-07, 8.12991934803e-07, 8.13033497857e-07, 8.13094717662e-07, 8.13147387537e-07, 8.13180933337e-07, 8.13401033277e-07, 8.13450029451e-07, 8.13487329571e-07, 8.13535731918e-07, 8.1355064826e-07, 8.13557530463e-07, 8.13593545395e-07, 8.13622139587e-07, 8.13679030918e-07, 8.13711023381e-07, 8.13734451129e-07, 8.13743049433e-07, 8.13779506286e-07, 8.1381119194e-07, 8.13814650626e-07, 8.13877588167e-07, 8.13893601288e-07, 8.13900378143e-07, 8.13908446534e-07, 8.13909180108e-07, 8.1391378813e-07, 8.13914202932e-07, 8.13929308665e-07, 8.13935772693e-07, 8.13937045232e-07, 8.13938737151e-07, 8.13939940149e-07, 8.1395179482e-07, 8.13951914398e-07, 8.13972715478e-07, 8.13975780849e-07, 8.13978427516e-07, 8.13992121203e-07, 8.13995294995e-07, 8.14015315008e-07, 8.14025156436e-07, 8.14032015534e-07, 8.14032015534e-07, 8.14040779154e-07, 8.14040873727e-07, 8.14044959757e-07, 8.14052487891e-07, 8.14052900405e-07, 8.14056164247e-07, 8.1405716829e-07, 8.14059758319e-07, 8.14075523108e-07, 8.14091173152e-07, 8.14114883734e-07, 8.14116665063e-07, 8.14141083257e-07, 8.1414686073e-07, 8.14185710115e-07, 8.142047312e-07, 8.14208273007e-07, 8.14223346257e-07, 8.14231718893e-07, 8.14236656511e-07, 8.14247280475e-07, 8.14267650216e-07, ...]"
GradientBoostingClassifier,"[0.369230864373, 0.369226963513, 0.369229246934, 0.369231530384, 0.369233813862, 0.369229912923, 0.369226011936, 0.369222110901, 0.369224394377, 0.369226677881, 0.369228961414, 0.369225060301, 0.369221159139, 0.36922344268, 0.36921954146, 0.369221825019, 0.369224108606, 0.369226392222, 0.369228675866, 0.369230959538, 0.369233243238, 0.369235526967, 0.369237810724, 0.369240094509, 0.369244662164, 0.369246946034, 0.369249229932, 0.369253797813, 0.369256081796, 0.369258365807, 0.369260649846, 0.369262933914, 0.369259032456, 0.369255130949, 0.369257415025, 0.369259699129, 0.369261983261, 0.369264267422, 0.369260365827, 0.369262650006, 0.369264934213, 0.369267218449, 0.369269502713, 0.369265601029, 0.369267885311, 0.369270169622, 0.36927245396, 0.369274738327, 0.369277022722, 0.36927312094, 0.369269219111, 0.369267601626, 0.369269886047, 0.369272170497, 0.369268268541, 0.369270553009, 0.369272837505, 0.36927512203, 0.369277406583, 0.369279691164, 0.369281975773, 0.369278073708, 0.369274171595, 0.369276456213, 0.369278740859, 0.369281025533, 0.369283310236, 0.369285594966, 0.369287879725, 0.369290164513, 0.369292449328, 0.369294734172, 0.369297019044, 0.369299303944, 0.369301588873, 0.36930387383, 0.369306158815, 0.369308443828, 0.36931072887, 0.369306826549, 0.369309111609, 0.369305209229, 0.369301306801, 0.36930359187, 0.369305876966, 0.369308162091, 0.369310447244, 0.369312732425, 0.369308829899, 0.369311115099, 0.369307212514, 0.369305595089, 0.369307880325, 0.36931016559, 0.369312450883, 0.369314736204, 0.369317021553, 0.369319306931, 0.369315404179, 0.369317689575, ...]","[1.0, 0.999983250984, 0.999983250984, 0.999983250984, 0.999983250984, 0.999966501968, 0.999949752952, 0.999933003936, 0.999933003936, 0.999933003936, 0.999933003936, 0.99991625492, 0.999899505904, 0.999899505904, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999866007872, 0.999849258856, 0.999849258856, 0.999849258856, 0.999849258856, 0.999849258856, 0.99983250984, 0.99983250984, 0.99983250984, 0.99983250984, 0.99983250984, 0.999815760824, 0.999815760824, 0.999815760824, 0.999815760824, 0.999815760824, 0.999815760824, 0.999799011808, 0.999782262792, 0.999765513776, 0.999765513776, 0.999765513776, 0.99974876476, 0.99974876476, 0.99974876476, 0.99974876476, 0.99974876476, 0.99974876476, 0.99974876476, 0.999732015744, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999715266728, 0.999698517712, 0.999698517712, 0.999681768696, 0.99966501968, 0.99966501968, 0.99966501968, 0.99966501968, 0.99966501968, 0.99966501968, 0.999648270664, 0.999648270664, 0.999631521648, 0.999614772632, 0.999614772632, 0.999614772632, 0.999614772632, 0.999614772632, 0.999614772632, 0.999614772632, 0.999598023616, 0.999598023616, ...]","[6.56482668226e-09, 1.46582965765e-08, 1.74454864998e-08, 2.09467860834e-08, 2.09828094899e-08, 4.38423689575e-08, 7.75568893552e-08, 8.50359244131e-08, 1.15335227147e-07, 1.3101114249e-07, 1.86595225715e-07, 2.68876251375e-07, 2.85425727053e-07, 3.48782671411e-07, 4.14035558061e-07, 4.54316069765e-07, 4.74544473938e-07, 5.46457220363e-07, 5.47423611663e-07, 6.02161192909e-07, 7.30887769196e-07, 7.99197209633e-07, 1.05691420793e-06, 1.14517990046e-06, 1.33647423572e-06, 1.50356981632e-06, 1.56066531309e-06, 1.94584181146e-06, 2.06227946231e-06, 2.23375132402e-06, 2.30309754901e-06, 2.50944673963e-06, 3.27910986286e-06, 3.36926209255e-06, 3.54039272432e-06, 3.67876505125e-06, 3.89409294554e-06, 4.03476760158e-06, 4.23466054433e-06, 4.44983104408e-06, 4.60546271186e-06, 5.0625821727e-06, 6.50269572011e-06, 8.03798409377e-06, 8.09481873454e-06, 8.78854318309e-06, 9.05010418495e-06, 9.12076451154e-06, 1.11131872169e-05, 1.26124906936e-05, 1.30245935797e-05, 1.40854197396e-05, 1.47581947856e-05, 1.55658545836e-05, 1.69132470444e-05, 1.72045497147e-05, 1.72926317507e-05, 1.73921974995e-05, 1.76093426028e-05, 1.80218481438e-05, 1.83106418938e-05, 1.92566924864e-05, 2.01053622328e-05, 2.07488714875e-05, 2.07901416071e-05, 2.12441566988e-05, 2.355757852e-05, 2.36983841879e-05, 2.45279217467e-05, 2.48601534975e-05, 2.51957620996e-05, 2.53530604367e-05, 2.61970740122e-05, 2.89164973433e-05, 2.95390049708e-05, 3.06398980716e-05, 3.08771170952e-05, 3.45228869258e-05, 3.91504260586e-05, 3.93922587512e-05, 4.01620026118e-05, 4.07551897982e-05, 4.56704072606e-05, 4.90479717037e-05, 5.08677386798e-05, 5.17592512964e-05, 5.30280654435e-05, 5.33890166675e-05, 5.63049093151e-05, 5.73012409543e-05, 5.79270193499e-05, 6.15726814244e-05, 6.64217965908e-05, 6.65460780143e-05, 6.80768168487e-05, 7.05385530493e-05, 7.63852630155e-05, 8.52770431815e-05, 8.57121629194e-05, 8.64060076133e-05, ...]"
MLPClassifier,"[0.36919661629, 0.36919271558, 0.369188814821, 0.369184914014, 0.369181013159, 0.369177112256, 0.369173211304, 0.369175494252, 0.369171593242, 0.369167692184, 0.369163791078, 0.369159889923, 0.36915598872, 0.36914818617, 0.369144284822, 0.369140383426, 0.369136481982, 0.36913258049, 0.369128678949, 0.36912477736, 0.369127060206, 0.369123158559, 0.369119256863, 0.369121539717, 0.369117637964, 0.369113736162, 0.369109834312, 0.369105932413, 0.369102030466, 0.369098128471, 0.369094226428, 0.369090324336, 0.369086422197, 0.369082520008, 0.369078617772, 0.369074715487, 0.36907699825, 0.369073095907, 0.369069193515, 0.369065291076, 0.369061388588, 0.369057486052, 0.369053583468, 0.369049680835, 0.369051963556, 0.369048060865, 0.369044158126, 0.369046440854, 0.369048723611, 0.369044820803, 0.369040917948, 0.369037015044, 0.369033112091, 0.369029209091, 0.369025306042, 0.369017499799, 0.369013596605, 0.369022727554, 0.369018824272, 0.369014920941, 0.369017203729, 0.36901330034, 0.369009396903, 0.369005493418, 0.369001589884, 0.368997686302, 0.368993782672, 0.368996065428, 0.368998348212, 0.368994444513, 0.368990540766, 0.368986636971, 0.368982733128, 0.368978829236, 0.368974925296, 0.368971021307, 0.36896711727, 0.368963213185, 0.368959309052, 0.36895540487, 0.36895150064, 0.368947596362, 0.368943692035, 0.368939787661, 0.368935883237, 0.368931978766, 0.368928074246, 0.368924169678, 0.368920265061, 0.368916360396, 0.368912455683, 0.368908550922, 0.368904646112, 0.368906928684, 0.368903023816, 0.368899118899, 0.368901401479, 0.368897496504, 0.368893591481, 0.368895874069, ...]","[1.0, 0.999983250984, 0.999966501968, 0.999949752952, 0.999933003936, 0.99991625492, 0.999899505904, 0.999899505904, 0.999882756888, 0.999866007872, 0.999849258856, 0.99983250984, 0.999815760824, 0.999782262792, 0.999765513776, 0.99974876476, 0.999732015744, 0.999715266728, 0.999698517712, 0.999681768696, 0.999681768696, 0.99966501968, 0.999648270664, 0.999648270664, 0.999631521648, 0.999614772632, 0.999598023616, 0.9995812746, 0.999564525584, 0.999547776568, 0.999531027552, 0.999514278536, 0.99949752952, 0.999480780504, 0.999464031488, 0.999447282472, 0.999447282472, 0.999430533456, 0.99941378444, 0.999397035424, 0.999380286408, 0.999363537392, 0.999346788376, 0.99933003936, 0.99933003936, 0.999313290344, 0.999296541328, 0.999296541328, 0.999296541328, 0.999279792312, 0.999263043296, 0.99924629428, 0.999229545264, 0.999212796248, 0.999196047232, 0.9991625492, 0.999145800184, 0.999145800184, 0.999129051168, 0.999112302152, 0.999112302152, 0.999095553136, 0.99907880412, 0.999062055104, 0.999045306088, 0.999028557072, 0.999011808056, 0.999011808056, 0.999011808056, 0.99899505904, 0.998978310024, 0.998961561008, 0.998944811992, 0.998928062976, 0.99891131396, 0.998894564944, 0.998877815928, 0.998861066912, 0.998844317896, 0.99882756888, 0.998810819864, 0.998794070848, 0.998777321832, 0.998760572816, 0.9987438238, 0.998727074784, 0.998710325768, 0.998693576752, 0.998676827736, 0.99866007872, 0.998643329704, 0.998626580688, 0.998609831672, 0.998609831672, 0.998593082656, 0.99857633364, 0.99857633364, 0.998559584624, 0.998542835608, 0.998542835608, ...]","[0.0914834947019, 0.130092259156, 0.134860603454, 0.135410500081, 0.136604056881, 0.137728509735, 0.138780973697, 0.139756734744, 0.140411633322, 0.140888668881, 0.14106793891, 0.141452205387, 0.141752400928, 0.142975064559, 0.14445000757, 0.144918859732, 0.147661690435, 0.149462136614, 0.150763153406, 0.151291862439, 0.154623092909, 0.15644746728, 0.157373000557, 0.158183198396, 0.158883073532, 0.159088907106, 0.15932266134, 0.160581581736, 0.162899669625, 0.163706597148, 0.164921901922, 0.165253462527, 0.165611488641, 0.165700821476, 0.16829777652, 0.169111951745, 0.170685864065, 0.172713623667, 0.173627592572, 0.177460966736, 0.177648091059, 0.179433854058, 0.179614056267, 0.179780842465, 0.179841205116, 0.180246520005, 0.181181434838, 0.18130374257, 0.18144409598, 0.181794972107, 0.181858009012, 0.18236784624, 0.182623507328, 0.182761748054, 0.182978465624, 0.183283572588, 0.184621056622, 0.186888983812, 0.186905701257, 0.187265356737, 0.187899634583, 0.188187455369, 0.189360620338, 0.189408809135, 0.189908030841, 0.190187846452, 0.190809386712, 0.190811607913, 0.190923414894, 0.191004131956, 0.191121683929, 0.191121909984, 0.19123673126, 0.191378577063, 0.191507933284, 0.191760921929, 0.192137721482, 0.192171710093, 0.193389833402, 0.194092239542, 0.194183380235, 0.194323001603, 0.194745564433, 0.195063350984, 0.195269711723, 0.195271959289, 0.195404557546, 0.195687058682, 0.195866406251, 0.196243715804, 0.196939302268, 0.196978315027, 0.197128694493, 0.197296419794, 0.197353055929, 0.197548521492, 0.197626591379, 0.197809988597, 0.197901815202, 0.197904706725, ...]"
