,Precision,Recall,Threshold
COMITE,"[0.36919661629, 0.36919271558, 0.369188814821, 0.369184914014, 0.369181013159, 0.369177112256, 0.369173211304, 0.369169310304, 0.369165409256, 0.369167692184, 0.369163791078, 0.369159889923, 0.36915598872, 0.369152087469, 0.36914818617, 0.369144284822, 0.369140383426, 0.369142666312, 0.369138764858, 0.369134863356, 0.369130961805, 0.369133244689, 0.36912934308, 0.369125441423, 0.369127724315, 0.3691238226, 0.369119920836, 0.369116019024, 0.369108215255, 0.369104313299, 0.369100411294, 0.36909650924, 0.369092607139, 0.369088704989, 0.369084802791, 0.369080900544, 0.36907699825, 0.369073095907, 0.369069193515, 0.369065291076, 0.369061388588, 0.369057486052, 0.369053583468, 0.369049680835, 0.369045778154, 0.369041875425, 0.369037972648, 0.369034069822, 0.369036352502, 0.369032449618, 0.369028546686, 0.369030829375, 0.369026926384, 0.369023023345, 0.369019120258, 0.369015217122, 0.369011313939, 0.369007410707, 0.369003507426, 0.368999604098, 0.369001886734, 0.368997983347, 0.368994079912, 0.368990176428, 0.368986272897, 0.368982369316, 0.368978465688, 0.368974562011, 0.368970658286, 0.368962850691, 0.368958946821, 0.368955042903, 0.368951138937, 0.368947234922, 0.368943330859, 0.368939426747, 0.368935522588, 0.368931618379, 0.368927714123, 0.368923809818, 0.368919905465, 0.368916001064, 0.368912096615, 0.368908192117, 0.36890428757, 0.368900382976, 0.368896478333, 0.368892573642, 0.368894856026, 0.368890951276, 0.368893233678, 0.36888932887, 0.368885424014, 0.36888151911, 0.368877614157, 0.368873709155, 0.368869804106, 0.368865899008, 0.368861993862, 0.368864276212, ...]","[1.0, 0.999983250984, 0.999966501968, 0.999949752952, 0.999933003936, 0.99991625492, 0.999899505904, 0.999882756888, 0.999866007872, 0.999866007872, 0.999849258856, 0.99983250984, 0.999815760824, 0.999799011808, 0.999782262792, 0.999765513776, 0.99974876476, 0.99974876476, 0.999732015744, 0.999715266728, 0.999698517712, 0.999698517712, 0.999681768696, 0.99966501968, 0.99966501968, 0.999648270664, 0.999631521648, 0.999614772632, 0.9995812746, 0.999564525584, 0.999547776568, 0.999531027552, 0.999514278536, 0.99949752952, 0.999480780504, 0.999464031488, 0.999447282472, 0.999430533456, 0.99941378444, 0.999397035424, 0.999380286408, 0.999363537392, 0.999346788376, 0.99933003936, 0.999313290344, 0.999296541328, 0.999279792312, 0.999263043296, 0.999263043296, 0.99924629428, 0.999229545264, 0.999229545264, 0.999212796248, 0.999196047232, 0.999179298216, 0.9991625492, 0.999145800184, 0.999129051168, 0.999112302152, 0.999095553136, 0.999095553136, 0.99907880412, 0.999062055104, 0.999045306088, 0.999028557072, 0.999011808056, 0.99899505904, 0.998978310024, 0.998961561008, 0.998928062976, 0.99891131396, 0.998894564944, 0.998877815928, 0.998861066912, 0.998844317896, 0.99882756888, 0.998810819864, 0.998794070848, 0.998777321832, 0.998760572816, 0.9987438238, 0.998727074784, 0.998710325768, 0.998693576752, 0.998676827736, 0.99866007872, 0.998643329704, 0.998626580688, 0.998626580688, 0.998609831672, 0.998609831672, 0.998593082656, 0.99857633364, 0.998559584624, 0.998542835608, 0.998526086592, 0.998509337576, 0.99849258856, 0.998475839544, 0.998475839544, ...]","[0.349131730348, 0.349484699611, 0.350381717943, 0.353500295982, 0.353976655741, 0.354054908527, 0.354383557119, 0.35555993141, 0.355630623129, 0.356027230552, 0.35649088314, 0.357178397759, 0.357451483059, 0.358359924769, 0.358865134815, 0.358967004244, 0.359492366183, 0.360203370773, 0.360363508264, 0.360637138546, 0.361282128215, 0.361324078936, 0.362539836269, 0.362771971683, 0.36295317846, 0.363855372016, 0.364166227543, 0.364410024382, 0.364665119691, 0.364830437037, 0.365043070185, 0.365049372609, 0.365453851083, 0.365918968468, 0.366070366677, 0.366105483991, 0.366195086261, 0.367081804011, 0.367207443118, 0.367498195822, 0.367518180491, 0.367565889058, 0.367674380376, 0.367677994105, 0.36780433244, 0.368049367676, 0.368209985867, 0.368251327123, 0.368426401132, 0.368435319292, 0.3686232368, 0.368725349338, 0.368981203815, 0.36900092158, 0.369117368756, 0.369406921655, 0.369506335493, 0.369578842982, 0.36963266465, 0.369742510445, 0.369770937847, 0.369857844808, 0.36996980145, 0.37039091767, 0.370454168742, 0.370595956438, 0.370620503941, 0.371247937333, 0.37137299876, 0.371418788273, 0.371606239003, 0.371610842079, 0.371624379931, 0.371983471716, 0.372168272979, 0.372328373332, 0.37257689026, 0.372633908894, 0.372850188801, 0.372873364667, 0.372923874794, 0.372942734387, 0.373019569583, 0.373102209701, 0.373159389086, 0.373233011799, 0.37331091417, 0.373363904265, 0.373506216863, 0.373568662428, 0.373598485418, 0.37364641287, 0.37373076938, 0.373762227697, 0.374049654323, 0.374071364665, 0.374216471906, 0.374345414349, 0.374375774232, 0.374883307305, ...]"
DecisionTreeClassifier,"[0.36919661629, 0.351797643173, 0.351663652186, 0.351380694854, 0.351366116487, 0.351324586984, 0.351295046583, 0.351215646626, 0.35118535219, 0.351177949657, 0.351031984691, 0.350939320189, 0.350704774411, 0.350328497126, 0.350191009544, 0.349938014972, 0.349889715452, 0.349750858459, 0.349609549079, 0.34933733948, 0.349090659529, 0.349000199068, 0.348953934675, 0.348939413708, 0.348804771295, 0.348653552724, 0.348627321593, 0.348140147632, 0.34799303601, 0.347899715006, 0.347488166027, 0.347331348386, 0.347179985795, 0.34529197636, 0.344968729872, 0.344880613454, 0.344832125487, 0.344773347746, 0.344465642235, 0.34434181581, 0.344262977796, 0.344026886648, 0.343984609935, 0.343948381003, 0.343715254614, 0.34355077552, 0.34350810574, 0.343489148581, 0.34345521329, 0.343442354922, 0.343410588424, 0.343306330382, 0.343291061709, 0.343216769585, 0.343144422859, 0.343107074703, 0.3427541386, 0.342748150163, 0.342524052382, 0.342437839762, 0.342394907837, 0.342353786985, 0.342306618263, 0.342143854749, 0.342080449253, 0.342035385862, 0.341918214158, 0.341832062136, 0.341813401211, 0.341522825585, 0.340568783533, 0.340448815528, 0.34039358754, 0.340108115698, 0.340020926525, 0.33988323978, 0.339641875409, 0.339619324854, 0.338950822905, 0.338817527814, 0.338690690183, 0.33851459522, 0.338080578425, 0.338031550553, 0.337678311396, 0.337625239519, 0.337475862752, 0.337455430415, 0.337411807998, 0.337393396794, 0.337323385339, 0.336874933551, 0.336699453242, 0.336539894013, 0.336424856127, 0.336406282158, 0.336072676649, 0.336019156026, 0.335665829056, 0.335051252441, ...]","[1.0, 0.86352901767, 0.862976300142, 0.861887614103, 0.861787120007, 0.861602880831, 0.861418641655, 0.861100410351, 0.860949669207, 0.860849175111, 0.860279708567, 0.859793987103, 0.858872791224, 0.8573821288, 0.856728917176, 0.855740725232, 0.855522988024, 0.854685537225, 0.854082572649, 0.852943639561, 0.851955447617, 0.851553471234, 0.851218490914, 0.851101247802, 0.850247047986, 0.849627334394, 0.849493342266, 0.847600703459, 0.846997738883, 0.846461770371, 0.844686374675, 0.844066661084, 0.843262708316, 0.83567540407, 0.83425173771, 0.833900008375, 0.833615275103, 0.833380788879, 0.831638891215, 0.831086173687, 0.830734444351, 0.829813248472, 0.829578762248, 0.829428021104, 0.82843982916, 0.827669374424, 0.82726739804, 0.827066409848, 0.826915668704, 0.826798425592, 0.826664433465, 0.826212210033, 0.826094966921, 0.825726488569, 0.825391508249, 0.825123523993, 0.823264383217, 0.823163889122, 0.82229294029, 0.821890963906, 0.821673226698, 0.821505736538, 0.821237752282, 0.82061803869, 0.820299807386, 0.819830834938, 0.819395360523, 0.818959886107, 0.818691901851, 0.817217988443, 0.813332216732, 0.812863244284, 0.81262875806, 0.811406079893, 0.810987354493, 0.810317393853, 0.809161711749, 0.808994221589, 0.806130139854, 0.80539318315, 0.804739971527, 0.803936018759, 0.801959634871, 0.801775395696, 0.800100494096, 0.799765513776, 0.799129051168, 0.798928062976, 0.798593082656, 0.798459090528, 0.798140859225, 0.796047232225, 0.795226530441, 0.794556569802, 0.794070848338, 0.79393685621, 0.792479691818, 0.792077715434, 0.789783100243, 0.787253998828, ...]","[0.0, 0.0185185185185, 0.0238095238095, 0.03125, 0.04, 0.047619047619, 0.0512820512821, 0.0526315789474, 0.0555555555556, 0.0588235294118, 0.0625, 0.0645161290323, 0.0652173913043, 0.0666666666667, 0.0684931506849, 0.0689655172414, 0.0769230769231, 0.078431372549, 0.0789473684211, 0.08, 0.0810810810811, 0.0833333333333, 0.0869565217391, 0.0909090909091, 0.0925925925926, 0.0952380952381, 0.0965909090909, 0.0983606557377, 0.1, 0.109523809524, 0.109589041096, 0.111111111111, 0.112712975098, 0.114503816794, 0.115384615385, 0.117647058824, 0.12, 0.125, 0.127272727273, 0.130434782609, 0.131868131868, 0.133333333333, 0.136363636364, 0.137404580153, 0.138613861386, 0.142857142857, 0.146341463415, 0.15, 0.153846153846, 0.15625, 0.157142857143, 0.157894736842, 0.16, 0.160714285714, 0.163265306122, 0.166666666667, 0.172413793103, 0.173333333333, 0.173913043478, 0.176470588235, 0.178571428571, 0.181818181818, 0.185714285714, 0.186046511628, 0.1875, 0.190476190476, 0.192307692308, 0.194444444444, 0.2, 0.203883495146, 0.207547169811, 0.208333333333, 0.209090909091, 0.210526315789, 0.211111111111, 0.212121212121, 0.214285714286, 0.218836565097, 0.220338983051, 0.220779220779, 0.222222222222, 0.22433460076, 0.227272727273, 0.227488151659, 0.228070175439, 0.228915662651, 0.229166666667, 0.230769230769, 0.233333333333, 0.234042553191, 0.235294117647, 0.235849056604, 0.236842105263, 0.24, 0.241379310345, 0.242774566474, 0.243902439024, 0.25, 0.252365930599, 0.253521126761, ...]"
GaussianNB,"[0.36919661629, 0.36919271558, 0.369188814821, 0.369184914014, 0.369181013159, 0.369177112256, 0.369173211304, 0.369169310304, 0.369171593242, 0.369167692184, 0.369163791078, 0.369159889923, 0.36915598872, 0.369152087469, 0.36914818617, 0.369144284822, 0.369140383426, 0.369136481982, 0.36913258049, 0.369128678949, 0.36912477736, 0.369127060206, 0.369123158559, 0.369119256863, 0.36911535512, 0.369111453328, 0.369107551487, 0.369103649599, 0.369099747662, 0.369102030466, 0.369098128471, 0.369100411294, 0.369102694144, 0.369098792081, 0.36910107495, 0.369097172828, 0.369099455715, 0.369095553535, 0.369091651307, 0.36908774903, 0.369083846706, 0.369079944333, 0.369076041912, 0.369072139442, 0.369074422287, 0.369070519759, 0.369066617183, 0.369068900036, 0.369071182918, 0.369073465828, 0.369075748766, 0.369071846102, 0.369074129058, 0.369076412042, 0.36907250931, 0.369074792312, 0.369077075343, 0.369073172542, 0.369075455591, 0.369071552732, 0.369067649824, 0.369063746868, 0.369059843864, 0.369062126901, 0.369058223839, 0.369054320728, 0.369050417569, 0.369046514361, 0.369042611106, 0.369044894121, 0.369040990807, 0.369037087445, 0.369039370468, 0.369035467048, 0.369031563579, 0.369033846611, 0.369036129671, 0.369032226134, 0.369028322548, 0.369030605616, 0.369026701972, 0.36902279828, 0.36901889454, 0.369014990751, 0.369011086913, 0.36901336996, 0.369009466064, 0.369005562121, 0.369007845175, 0.369010128258, 0.369006224246, 0.369002320186, 0.369004603277, 0.369006886396, 0.369002982267, 0.369005265405, 0.369007548571, 0.369003644373, 0.368999740128, 0.369002023302, ...]","[1.0, 0.999983250984, 0.999966501968, 0.999949752952, 0.999933003936, 0.99991625492, 0.999899505904, 0.999882756888, 0.999882756888, 0.999866007872, 0.999849258856, 0.99983250984, 0.999815760824, 0.999799011808, 0.999782262792, 0.999765513776, 0.99974876476, 0.999732015744, 0.999715266728, 0.999698517712, 0.999681768696, 0.999681768696, 0.99966501968, 0.999648270664, 0.999631521648, 0.999614772632, 0.999598023616, 0.9995812746, 0.999564525584, 0.999564525584, 0.999547776568, 0.999547776568, 0.999547776568, 0.999531027552, 0.999531027552, 0.999514278536, 0.999514278536, 0.99949752952, 0.999480780504, 0.999464031488, 0.999447282472, 0.999430533456, 0.99941378444, 0.999397035424, 0.999397035424, 0.999380286408, 0.999363537392, 0.999363537392, 0.999363537392, 0.999363537392, 0.999363537392, 0.999346788376, 0.999346788376, 0.999346788376, 0.99933003936, 0.99933003936, 0.99933003936, 0.999313290344, 0.999313290344, 0.999296541328, 0.999279792312, 0.999263043296, 0.99924629428, 0.99924629428, 0.999229545264, 0.999212796248, 0.999196047232, 0.999179298216, 0.9991625492, 0.9991625492, 0.999145800184, 0.999129051168, 0.999129051168, 0.999112302152, 0.999095553136, 0.999095553136, 0.999095553136, 0.99907880412, 0.999062055104, 0.999062055104, 0.999045306088, 0.999028557072, 0.999011808056, 0.99899505904, 0.998978310024, 0.998978310024, 0.998961561008, 0.998944811992, 0.998944811992, 0.998944811992, 0.998928062976, 0.99891131396, 0.99891131396, 0.99891131396, 0.998894564944, 0.998894564944, 0.998894564944, 0.998877815928, 0.998861066912, 0.998861066912, ...]","[4.28083083761e-06, 4.29630648967e-06, 4.30557019353e-06, 4.31052212889e-06, 4.31852105714e-06, 4.32091215768e-06, 4.32200329927e-06, 4.32283752374e-06, 4.32473766406e-06, 4.32633298243e-06, 4.3277725301e-06, 4.33033813538e-06, 4.33423673358e-06, 4.33733091172e-06, 4.3388498267e-06, 4.34019392778e-06, 4.34140470864e-06, 4.34472611959e-06, 4.34557070025e-06, 4.34635378386e-06, 4.34646915478e-06, 4.35232041657e-06, 4.35418814491e-06, 4.35453572591e-06, 4.35781888856e-06, 4.35788349239e-06, 4.35797276928e-06, 4.35923698162e-06, 4.36320511326e-06, 4.3648399469e-06, 4.36590476349e-06, 4.37037115462e-06, 4.37326793608e-06, 4.37508443794e-06, 4.37563836127e-06, 4.37590347273e-06, 4.37840850301e-06, 4.37911510985e-06, 4.37935121914e-06, 4.38020680692e-06, 4.38090623891e-06, 4.38190000081e-06, 4.3869938297e-06, 4.38829110029e-06, 4.38905987491e-06, 4.39248661685e-06, 4.39311210527e-06, 4.39335206924e-06, 4.39346214097e-06, 4.39360929107e-06, 4.39480437306e-06, 4.39576965893e-06, 4.39615249728e-06, 4.39752014312e-06, 4.3980758931e-06, 4.39837823657e-06, 4.39963028385e-06, 4.39998861849e-06, 4.40032561096e-06, 4.40191174091e-06, 4.4022486689e-06, 4.40230879237e-06, 4.40330619401e-06, 4.40411929919e-06, 4.40424802764e-06, 4.40453048996e-06, 4.40593064101e-06, 4.40660673391e-06, 4.40695066788e-06, 4.40793945542e-06, 4.40831749489e-06, 4.40862742986e-06, 4.40875478962e-06, 4.40893200265e-06, 4.41182974211e-06, 4.4132372442e-06, 4.41360447376e-06, 4.41416800784e-06, 4.41443975552e-06, 4.41490051995e-06, 4.41653256778e-06, 4.41886517316e-06, 4.41984238516e-06, 4.41988366991e-06, 4.42065363043e-06, 4.42259461684e-06, 4.4233634387e-06, 4.4234328354e-06, 4.42367268187e-06, 4.42391599271e-06, 4.42419405557e-06, 4.42488322284e-06, 4.42552224345e-06, 4.42595737935e-06, 4.42661806164e-06, 4.42846240472e-06, 4.42854127795e-06, 4.4294846401e-06, 4.4301794382e-06, 4.43037727815e-06, ...]"
GradientBoostingClassifier,"[0.36919661629, 0.369191097809, 0.369187196992, 0.369183296127, 0.369185579123, 0.369187862147, 0.3691901452, 0.369192428281, 0.36919471139, 0.369190810426, 0.369193093554, 0.369189192532, 0.369191475677, 0.369187574598, 0.369189857761, 0.369192140953, 0.369194424173, 0.369196707422, 0.369198990699, 0.369201274004, 0.369203557337, 0.369205840698, 0.36920193949, 0.36920422287, 0.369206506277, 0.369208789714, 0.369204888427, 0.369207171881, 0.369209455364, 0.369211738875, 0.369214022414, 0.369216305981, 0.369218589577, 0.369220873201, 0.369216971796, 0.369219255438, 0.369221539109, 0.369223822807, 0.369219921324, 0.369216019793, 0.3692183035, 0.369220587235, 0.369222870998, 0.369218969388, 0.36922125317, 0.36922353698, 0.369225820818, 0.36922191913, 0.369218017394, 0.36922030124, 0.369216399446, 0.36921868331, 0.369220967203, 0.369223251124, 0.369225535074, 0.369227819051, 0.369230103057, 0.369232387091, 0.369228485178, 0.369230769231, 0.36922686726, 0.36922915133, 0.369231435429, 0.369233719556, 0.369236003712, 0.369232101652, 0.369234385826, 0.369236670028, 0.369238954258, 0.369241238517, 0.369243522803, 0.369245807118, 0.36924190495, 0.369244189284, 0.369246473645, 0.369242571409, 0.369244855789, 0.369240953495, 0.369245522319, 0.369241619956, 0.369237717545, 0.36924000198, 0.369242286443, 0.369244570934, 0.369240668444, 0.369242952954, 0.369245237491, 0.369247522057, 0.369249806651, 0.369252091274, 0.369248188686, 0.369250473327, 0.369252757996, 0.36924885534, 0.369244952636, 0.369241049883, 0.369237147082, 0.369239431739, 0.36923552888, 0.369237813556, ...]","[1.0, 0.999966501968, 0.999949752952, 0.999933003936, 0.999933003936, 0.999933003936, 0.999933003936, 0.999933003936, 0.999933003936, 0.99991625492, 0.99991625492, 0.999899505904, 0.999899505904, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999882756888, 0.999866007872, 0.999866007872, 0.999866007872, 0.999866007872, 0.999849258856, 0.999849258856, 0.999849258856, 0.999849258856, 0.999849258856, 0.999849258856, 0.999849258856, 0.999849258856, 0.99983250984, 0.99983250984, 0.99983250984, 0.99983250984, 0.999815760824, 0.999799011808, 0.999799011808, 0.999799011808, 0.999799011808, 0.999782262792, 0.999782262792, 0.999782262792, 0.999782262792, 0.999765513776, 0.99974876476, 0.99974876476, 0.999732015744, 0.999732015744, 0.999732015744, 0.999732015744, 0.999732015744, 0.999732015744, 0.999732015744, 0.999732015744, 0.999715266728, 0.999715266728, 0.999698517712, 0.999698517712, 0.999698517712, 0.999698517712, 0.999698517712, 0.999681768696, 0.999681768696, 0.999681768696, 0.999681768696, 0.999681768696, 0.999681768696, 0.999681768696, 0.99966501968, 0.99966501968, 0.99966501968, 0.999648270664, 0.999648270664, 0.999631521648, 0.999631521648, 0.999614772632, 0.999598023616, 0.999598023616, 0.999598023616, 0.999598023616, 0.9995812746, 0.9995812746, 0.9995812746, 0.9995812746, 0.9995812746, 0.9995812746, 0.999564525584, 0.999564525584, 0.999564525584, 0.999547776568, 0.999531027552, 0.999514278536, 0.99949752952, 0.99949752952, 0.999480780504, 0.999480780504, ...]","[0.0, 3.04201108747e-14, 7.57172102794e-14, 3.69326791372e-12, 2.63797872435e-11, 6.77993439169e-09, 9.1114386036e-09, 9.65281754528e-09, 1.23429341192e-08, 1.55773582922e-08, 1.83576479573e-08, 4.75724108995e-08, 4.93351637321e-08, 5.72299176937e-08, 5.73256446756e-08, 6.14909450025e-08, 8.09954451286e-08, 1.13002097568e-07, 1.27841354725e-07, 1.2911369951e-07, 1.29378766922e-07, 1.41113758789e-07, 1.48716369774e-07, 2.44623095669e-07, 2.96764091634e-07, 3.46408489116e-07, 3.80309528425e-07, 4.13458701276e-07, 4.55435896551e-07, 4.56956116834e-07, 4.61790749973e-07, 4.9839875238e-07, 5.75211400289e-07, 5.86580339523e-07, 6.68376028523e-07, 8.96422716057e-07, 9.52426424061e-07, 1.0381022858e-06, 1.35363719367e-06, 1.4482527666e-06, 1.55529810675e-06, 1.5700877225e-06, 1.62566816542e-06, 1.6687448845e-06, 1.67594308065e-06, 1.83363865403e-06, 1.85846385392e-06, 1.91398713312e-06, 2.02713621633e-06, 2.4230711988e-06, 2.61442219407e-06, 3.17218185508e-06, 3.96553732462e-06, 4.92499463878e-06, 4.96598910371e-06, 5.43842327816e-06, 5.43995734359e-06, 5.652851921e-06, 6.10601542228e-06, 6.3986545138e-06, 6.45293968304e-06, 6.49324172164e-06, 6.56181753378e-06, 6.64117529026e-06, 7.06355989399e-06, 8.28088826166e-06, 8.90159506883e-06, 9.25433692611e-06, 1.17631749733e-05, 1.17887607775e-05, 1.29010314805e-05, 1.33781655709e-05, 1.39012339138e-05, 1.39253053886e-05, 1.40603996654e-05, 1.47010272695e-05, 1.65357590139e-05, 1.77224703809e-05, 1.79818603487e-05, 1.83008417278e-05, 1.86350192863e-05, 2.09059514118e-05, 2.20204364549e-05, 2.29709363985e-05, 2.35757765833e-05, 2.36428229384e-05, 2.37189532785e-05, 2.4903045979e-05, 2.50425813921e-05, 2.5560794088e-05, 2.61158310793e-05, 2.73327504183e-05, 2.8757383612e-05, 2.90733147766e-05, 3.16937161166e-05, 3.29814586002e-05, 3.35584445817e-05, 3.35642776808e-05, 3.47332969828e-05, 3.6490732378e-05, ...]"
MLPClassifier,"[0.369198899298, 0.369194998578, 0.369191097809, 0.369187196992, 0.369189479998, 0.369191763033, 0.369187862147, 0.369180060232, 0.369176159203, 0.369172258124, 0.369174541137, 0.369176824178, 0.369172923031, 0.369169021837, 0.369165120594, 0.369161219303, 0.369157317963, 0.369159600982, 0.369155699584, 0.369151798138, 0.369147896644, 0.369143995102, 0.369146278109, 0.369138474859, 0.369134573162, 0.369130671417, 0.369126769623, 0.369122867781, 0.36911896589, 0.369115063952, 0.369111161965, 0.36911344491, 0.369109542865, 0.369105640772, 0.36910173863, 0.36909783644, 0.369100119374, 0.369096217126, 0.369092314829, 0.369088412484, 0.369084510091, 0.36908060765, 0.369072802623, 0.369068900036, 0.369064997402, 0.369067280274, 0.369063377581, 0.36905947484, 0.369055572051, 0.36905785492, 0.369053952073, 0.369056234961, 0.369052332055, 0.369048429101, 0.369044526098, 0.369040623048, 0.369036719949, 0.369032816801, 0.369028913606, 0.369025010362, 0.36902110707, 0.369017203729, 0.36901330034, 0.369009396903, 0.369005493418, 0.369001589884, 0.36900387266, 0.368999969068, 0.368996065428, 0.368992161739, 0.368988258002, 0.368984354217, 0.368980450384, 0.368976546502, 0.368972642572, 0.368968738593, 0.368964834567, 0.368960930492, 0.368957026368, 0.368953122197, 0.368949217977, 0.368941409392, 0.368937505027, 0.368939787661, 0.368935883237, 0.368931978766, 0.368928074246, 0.368924169678, 0.368920265061, 0.368922547673, 0.368918642998, 0.368914738275, 0.368910833503, 0.368906928684, 0.368903023816, 0.368899118899, 0.368895213934, 0.368891308921, 0.36888740386, 0.36888349875, ...]","[1.0, 0.999983250984, 0.999966501968, 0.999949752952, 0.999949752952, 0.999949752952, 0.999933003936, 0.999899505904, 0.999882756888, 0.999866007872, 0.999866007872, 0.999866007872, 0.999849258856, 0.99983250984, 0.999815760824, 0.999799011808, 0.999782262792, 0.999782262792, 0.999765513776, 0.99974876476, 0.999732015744, 0.999715266728, 0.999715266728, 0.999681768696, 0.99966501968, 0.999648270664, 0.999631521648, 0.999614772632, 0.999598023616, 0.9995812746, 0.999564525584, 0.999564525584, 0.999547776568, 0.999531027552, 0.999514278536, 0.99949752952, 0.99949752952, 0.999480780504, 0.999464031488, 0.999447282472, 0.999430533456, 0.99941378444, 0.999380286408, 0.999363537392, 0.999346788376, 0.999346788376, 0.99933003936, 0.999313290344, 0.999296541328, 0.999296541328, 0.999279792312, 0.999279792312, 0.999263043296, 0.99924629428, 0.999229545264, 0.999212796248, 0.999196047232, 0.999179298216, 0.9991625492, 0.999145800184, 0.999129051168, 0.999112302152, 0.999095553136, 0.99907880412, 0.999062055104, 0.999045306088, 0.999045306088, 0.999028557072, 0.999011808056, 0.99899505904, 0.998978310024, 0.998961561008, 0.998944811992, 0.998928062976, 0.99891131396, 0.998894564944, 0.998877815928, 0.998861066912, 0.998844317896, 0.99882756888, 0.998810819864, 0.998777321832, 0.998760572816, 0.998760572816, 0.9987438238, 0.998727074784, 0.998710325768, 0.998693576752, 0.998676827736, 0.998676827736, 0.99866007872, 0.998643329704, 0.998626580688, 0.998609831672, 0.998593082656, 0.99857633364, 0.998559584624, 0.998542835608, 0.998526086592, 0.998509337576, ...]","[0.156634879237, 0.160750683765, 0.161116580448, 0.16163680157, 0.161912456195, 0.162762220834, 0.16354016439, 0.163940387688, 0.164266405179, 0.164389141241, 0.165322442276, 0.165484181488, 0.165630158938, 0.16589534621, 0.166243584034, 0.167138684058, 0.167373434756, 0.167445403481, 0.167633546241, 0.168316711711, 0.168700576061, 0.168889824057, 0.169219838531, 0.17005452278, 0.170270650403, 0.17058656297, 0.170842532063, 0.170959192184, 0.170991810221, 0.171654608178, 0.171694076829, 0.171706152599, 0.171794992806, 0.172027966019, 0.172129686302, 0.172933979776, 0.173066610316, 0.173166136341, 0.173298809206, 0.173355634805, 0.173358878092, 0.173569861068, 0.173612663745, 0.173664568259, 0.173764538804, 0.173814538483, 0.173911762087, 0.173983351444, 0.174158863224, 0.174375041363, 0.174560915888, 0.174588315448, 0.174603356488, 0.174726121112, 0.174895058701, 0.175109982996, 0.175130707438, 0.175134613727, 0.175148195938, 0.175213096478, 0.175288654214, 0.175300900233, 0.175436178328, 0.175511408636, 0.175625021863, 0.175708654242, 0.175752861861, 0.175768571286, 0.175787770168, 0.175908048298, 0.175996963878, 0.1760360522, 0.176076044135, 0.176079253039, 0.176187727367, 0.17626592283, 0.176341681282, 0.17634235283, 0.176560945249, 0.176677170293, 0.176850230922, 0.176952042589, 0.177191850965, 0.177487233371, 0.177641037334, 0.177724466374, 0.17784160308, 0.177858312781, 0.177929944485, 0.17796712144, 0.178031260997, 0.178062666733, 0.178148773482, 0.178231600755, 0.178336830098, 0.178340381982, 0.178464845041, 0.178513456272, 0.178631362672, 0.178687566347, ...]"
